Wall time,Step,Value
1651499554.9910343,0,3.9461894035339355
1651499628.0995343,1,3.1073050498962402
1651499701.1650126,2,3.1680846214294434
1651499774.007405,3,2.778128147125244
1651499847.9057608,4,2.697256565093994
1651499921.5362966,5,2.2717435359954834
1651499997.813603,6,2.0321218967437744
1651500073.7852645,7,1.865609884262085
1651500150.4058912,8,1.3642070293426514
1651500225.5232852,9,1.1785800457000732
1651500300.496848,10,0.9872492551803589
1651500375.2602673,11,0.6624733209609985
1651500451.1136558,12,0.627387523651123
1651500524.9114614,13,0.5722305774688721
1651500598.0384724,14,0.5540788173675537
1651500670.770407,15,0.2523481845855713
1651500745.9621959,16,0.32035985589027405
1651500819.5129066,17,0.2276618778705597
1651500893.1893392,18,0.3166646659374237
1651500966.8805802,19,0.35365384817123413
1651501040.764501,20,0.43868812918663025
1651501114.0144596,21,0.26912787556648254
1651501187.9628026,22,0.19224464893341064
1651501262.2345517,23,0.21661996841430664
1651501336.262411,24,0.07243905961513519
1651501408.760194,25,0.10380314290523529
1651501483.6602812,26,0.030859362334012985
1651501559.0137658,27,0.005664253141731024
1651501633.163513,28,0.002167594386264682
1651501707.7223806,29,0.0029340803157538176
1651501783.0031977,30,0.0027699351776391268
1651501858.1316757,31,0.0018389641772955656
1651501932.6936476,32,0.0027523518074303865
1651502007.350768,33,0.002315044403076172
1651502081.6819525,34,0.002152425004169345
1651502156.2846375,35,0.0024874270893633366
1651502230.2305353,36,0.002049469854682684
1651502304.1638827,37,0.0021295188926160336
1651502377.5576963,38,0.0022024870850145817
1651502451.1727023,39,0.002648901892825961
1651502525.0014083,40,0.0018366038566455245
1651502598.6505775,41,0.007376307155936956
1651502671.870565,42,0.0026061118114739656
1651502746.1611865,43,0.0029332637786865234
1651502820.7399848,44,0.0022510767448693514
1651502894.0713305,45,0.0036746920086443424
1651502967.9921985,46,0.0027139722369611263
1651503042.5858855,47,0.002915316727012396
1651503117.2765589,48,0.002580195665359497
1651503192.9344838,49,0.003215152071788907
1651503267.4705286,50,0.003223168896511197
1651503342.2587576,51,0.003018713090568781
1651503415.6228526,52,0.0024259090423583984
1651503490.3795726,53,0.002837955951690674
1651503564.256876,54,0.0036969720385968685
1651503638.0856998,55,0.00315801496617496
1651503712.5778852,56,0.0031592429149895906
1651503786.4089644,57,0.007386618759483099
1651503860.2830756,58,0.0031194568146020174
1651503934.4799762,59,0.008494889363646507
1651504007.7262492,60,0.00307486648671329
1651504079.0090127,61,0.003231519367545843
1651504150.9602618,62,0.002561903093010187
1651504223.7354388,63,0.0032861828804016113
1651504297.431202,64,0.0027375458739697933
1651504369.2610931,65,0.0038446367252618074
1651504441.60533,66,0.002945113228634
1651504512.963867,67,0.008058768697082996
1651504583.9810724,68,0.0030821561813354492
1651504655.3227427,69,0.0030910135246813297
1651504727.2077584,70,0.003020459320396185
1651504798.8726795,71,0.002695399569347501
1651504870.0467925,72,0.004045361187309027
1651504941.3703597,73,0.002990639302879572
1651505011.0602589,74,0.003814560128375888
1651505082.0491133,75,0.003186351153999567
1651505152.3226542,76,0.0028331398498266935
1651505223.1761274,77,0.0029104650020599365
1651505293.1807065,78,0.0027192593552172184
1651505362.627402,79,0.003530168440192938
1651505438.0569026,80,0.003072196152061224
1651505509.4698832,81,0.0029772042762488127
1651505580.2962909,82,0.0031768381595611572
1651505650.338786,83,0.0029063343536108732
1651505721.593188,84,0.0029717623256146908
1651505792.1934574,85,0.0031744956504553556
1651505862.1706698,86,0.0031105875968933105
1651505931.6419353,87,0.003304100129753351
1651506001.1165416,88,0.0030974328983575106
1651506071.3877788,89,0.0028977214824408293
